from,post_id,text_trans,text,publish_time,cnt_retweet,cnt_comment,cnt_agree,user_id,screen_name,name,url,action,avatar,img,query,sentiment_score,cluster,event
facebook,931635495221250,Former President Donald Trump's criminal trials are fast approaching. He has pleaded not guilty to the combined 91 criminal charges.,Former President Donald Trump's criminal trials are fast approaching. He has pleaded not guilty to the combined 91 criminal charges.,2024-02-28 03:20:50,1,20,23,100051244241699,fox31denver,FOX31 KDVR.com,https://www.facebook.com/fox31denver/posts/931635495221250,post,,,,0.05,,
facebook,770894185086734,Trump has pleaded not guilty to the 40-count indictment.,Trump has pleaded not guilty to the 40-count indictment.,2024-02-23 17:36:16,0,1,3,100064984770069,timesofmalta,Times of Malta,https://www.facebook.com/timesofmalta/posts/770894185086734,post,,,,-0.1,,
facebook,803210108332538,"BREAKING: Attorneys for former Pres. Trump have asked the judge overseeing his hush money case to delay the trial, currently scheduled to begin March 25, while the Supreme Court weighs Trump's argument that he is immune from prosecution for conduct that occurred while he was in office.

Trump last April pleaded not guilty to a 34-count indictment charging him with falsifying business records in connection with a hush money payment his then-attorney Michael Cohen made to adult film actress Stormy Daniels just days before the 2016 presidential election
https://abcnews.go.com/US/trump-asks-judge-delay-hush-money-trial-supreme/story?id=108015344","BREAKING: Attorneys for former Pres. Trump have asked the judge overseeing his hush money case to delay the trial, currently scheduled to begin March 25, while the Supreme Court weighs Trump's argument that he is immune from prosecution for conduct that occurred while he was in office.

Trump last April pleaded not guilty to a 34-count indictment charging him with falsifying business records in connection with a hush money payment his then-attorney Michael Cohen made to adult film actress Stormy Daniels just days before the 2016 presidential election.

https://abcnews.go.com/US/trump-asks-judge-delay-hush-money-trial-supreme/story?id=108015344",2024-03-12 01:57:21,109,1332,1352,100059306690876,ABCNews,ABC News,https://www.facebook.com/ABCNews/posts/803210108332538,post,,,,-0.18,,
facebook,842603751003728,"You know we live in weird times when a former president, and arguably one of the most racist, releases a sneaker.. at #SneakerCon at that! 🤦🏾‍♂️ 

Here is a reminder of #Donald Duck’s pending charges: 

1. Georgia Election-Tampering Criminal Probe: Trump was indicted by a Georgia grand jury for efforts to overturn his 2020 election loss, facing 41 felony counts, including racketeering and conspiracy to commit various election-related crimes.

2. January 6 and the U.S. Capitol Attack:
He pleaded not guilty to charges that he conspired to defraud the U.S. by preventing Congress from certifying Biden's victory and depriving voters of their right to a fair election.

3. Illegal Retention of Classified Documents: Trump pleaded not guilty in federal court to charges that he unlawfully kept classified national security documents after leaving office and lied to officials who sought to recover them.

4. New York 'Hush Money' Criminal Case:
He faces an indictment for allegedly falsifying business records in connection with a hush-money payment to adult film star Stormy Daniels before the 2016 presidential election.

5. Sexual Abuse and Defamation Civil Lawsuits:
Trump is appealing a verdict that found him liable for sexually abusing writer E. Jean Carroll in the mid-1990s and then defaming her by lying about it in 2022.

6. New York Attorney General Civil Lawsuit: Trump is being sued for alleged fraud by him and his family business, the Trump Organization, accused of inflating asset values to obtain better terms from lenders and insurers.

I better not catch yall wearing these 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️📸","You know we live in weird times when a former president, and arguably one of the most racist, releases a sneaker.. at #SneakerCon at that! 🤦🏾‍♂️ 

Here is a reminder of #Donald Duck’s pending charges: 

1. Georgia Election-Tampering Criminal Probe: Trump was indicted by a Georgia grand jury for efforts to overturn his 2020 election loss, facing 41 felony counts, including racketeering and conspiracy to commit various election-related crimes.

2. January 6 and the U.S. Capitol Attack:
He pleaded not guilty to charges that he conspired to defraud the U.S. by preventing Congress from certifying Biden's victory and depriving voters of their right to a fair election.

3. Illegal Retention of Classified Documents: Trump pleaded not guilty in federal court to charges that he unlawfully kept classified national security documents after leaving office and lied to officials who sought to recover them.

4. New York 'Hush Money' Criminal Case:
He faces an indictment for allegedly falsifying business records in connection with a hush-money payment to adult film star Stormy Daniels before the 2016 presidential election.

5. Sexual Abuse and Defamation Civil Lawsuits:
Trump is appealing a verdict that found him liable for sexually abusing writer E. Jean Carroll in the mid-1990s and then defaming her by lying about it in 2022.

6. New York Attorney General Civil Lawsuit: Trump is being sued for alleged fraud by him and his family business, the Trump Organization, accused of inflating asset values to obtain better terms from lenders and insurers.

I better not catch yall wearing these 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️📸",2024-02-19 00:43:09,2,0,6,100057623336380,FeloniesAreForever,Johnny Perez,https://www.facebook.com/FeloniesAreForever/posts/842603751003728,post,,,,-0.84,,
facebook,768506318483148,The former president has pleaded not guilty to 91 felony charges in four cases he condemns as being politically motivated.,The former president has pleaded not guilty to 91 felony charges in four cases he condemns as being politically motivated.,2024-02-15 00:48:01,3,65,30,100059713591146,Newsweek,Newsweek,https://www.facebook.com/Newsweek/posts/768506318483148,post,,,,-0.38,,
facebook,946502866824129,"FROM THE WINY RADIO NEWSROOM: Judge dismisses some charges against Trump in the Georgia election interference case

ATLANTA (AP) — The judge overseeing the Georgia election interference case on Wednesday dismissed some of the charges against former President Donald Trump, but many other counts in the indictment remain.

Fulton County Superior Court Judge Scott McAfee wrote in an order that six of the counts in the indictment must be quashed, including three against Trump, the presumptive 2024 Republican presidential nominee.

But the order leaves intact other charges, and the judge wrote that prosecutors could seek a new indictment on the charges he dismissed.

The six charges in question have to do with soliciting elected officials to violate their oaths of office. That includes two charges related to the phone call Trump made to Georgia Secretary of State Brad Raffensperger, a fellow Republican, on Jan. 2, 2021.

“All I want to do is this. I just want to find 11,780 votes, which is one more than we have,” Trump said.

The case accuses Trump and 18 others of conspiring to overturn his 2020 election loss in the state to Democrat Joe Biden. Trump has pleaded not guilty.

The ruling comes as McAfee is also considering a bid by defendants to have Fulton County District Attorney Fani Willis removed from the case. Defendants have alleged that Willis has a conflict of interest because of her romantic relationship with special prosecutor Nathan Wade.

FILE - Fulton County Superior Judge Scott McAfee presides in court, Feb. 27, 2024, in Atlanta. The judge overseeing the Georgia election interference case has dismissed some of the charges against ex-President Donald Trump, but others remain. Judge McAfee wrote Wednesday in an order that six of the charges in the indictment must be quashed, including three against Trump. (AP Photo/Brynn Anderson, Pool, File)","FROM THE WINY RADIO NEWSROOM: Judge dismisses some charges against Trump in the Georgia election interference case

ATLANTA (AP) — The judge overseeing the Georgia election interference case on Wednesday dismissed some of the charges against former President Donald Trump, but many other counts in the indictment remain.

Fulton County Superior Court Judge Scott McAfee wrote in an order that six of the counts in the indictment must be quashed, including three against Trump, the presumptive 2024 Republican presidential nominee.

But the order leaves intact other charges, and the judge wrote that prosecutors could seek a new indictment on the charges he dismissed.

The six charges in question have to do with soliciting elected officials to violate their oaths of office. That includes two charges related to the phone call Trump made to Georgia Secretary of State Brad Raffensperger, a fellow Republican, on Jan. 2, 2021.

“All I want to do is this. I just want to find 11,780 votes, which is one more than we have,” Trump said.

The case accuses Trump and 18 others of conspiring to overturn his 2020 election loss in the state to Democrat Joe Biden. Trump has pleaded not guilty.

The ruling comes as McAfee is also considering a bid by defendants to have Fulton County District Attorney Fani Willis removed from the case. Defendants have alleged that Willis has a conflict of interest because of her romantic relationship with special prosecutor Nathan Wade.

FILE - Fulton County Superior Judge Scott McAfee presides in court, Feb. 27, 2024, in Atlanta. The judge overseeing the Georgia election interference case has dismissed some of the charges against ex-President Donald Trump, but others remain. Judge McAfee wrote Wednesday in an order that six of the charges in the indictment must be quashed, including three against Trump. (AP Photo/Brynn Anderson, Pool, File)",2024-03-13 22:39:51,2,7,15,100043932739017,winyradio,WINY Radio,https://www.facebook.com/winyradio/posts/946502866824129,post,,,,-0.11,,
facebook,800187058815228,"Donald Trump also faces four unrelated criminal prosecutions, to which he has pleaded not guilty.","Donald Trump also faces four unrelated criminal prosecutions, to which he has pleaded not guilty.",2024-02-24 08:59:03,0,5,7,100064718229164,perthnow,PerthNow,https://www.facebook.com/perthnow/posts/800187058815228,post,,,,-0.41,,
facebook,786085500044999,"BREAKING: Former Pres. Trump has filed an emergency application with the U.S. Supreme Court to stay a decision rejecting his claim to absolute immunity in special counsel Jack Smith's election subversion case.

Trump denies wrongdoing and has pleaded not guilty. https://abcnews.go.com/Politics/trump-asks-supreme-court-pause-ruling-immunity-jan/story?id=107171210","BREAKING: Former Pres. Trump has filed an emergency application with the U.S. Supreme Court to stay a decision rejecting his claim to absolute immunity in special counsel Jack Smith's election subversion case.

Trump denies wrongdoing and has pleaded not guilty. https://abcnews.go.com/Politics/trump-asks-supreme-court-pause-ruling-immunity-jan/story?id=107171210",2024-02-13 06:05:27,122,1199,2102,100059306690876,ABCNews,ABC News,https://www.facebook.com/ABCNews/posts/786085500044999,post,,,,-0.08,,
facebook,894528282679433,Trump and the 14 remaining co-defendants were indicted by Willis last summer and have pleaded not guilty. Four other co-defendants have already pleaded guilty and agreed to cooperate with prosecutors to testify.,Trump and the 14 remaining co-defendants were indicted by Willis last summer and have pleaded not guilty. Four other co-defendants have already pleaded guilty and agreed to cooperate with prosecutors to testify.,2024-02-15 22:00:05,0,2,6,100063668075564,KDRV12,KDRV NewsWatch 12,https://www.facebook.com/KDRV12/posts/894528282679433,post,,,,-0.02,,
facebook,957873839033380,"Donald Trump’s hush-money trial will go ahead as scheduled with jury selection starting on March 25, a judge ruled on Thursday, turning aside requests for a delay from the former president’s defence lawyers.

In leaving the trial date intact, Judge Juan Manuel Merchan took advantage of a delay in a separate prosecution in Washington charging Trump with plotting to overturn the results of the 2020 presidential election.

That case has been effectively on hold pending the outcome of an appeal from Trump.

The hearing was held in the same Manhattan courtroom where he pleaded not guilty last April to 34 counts of falsifying business records in an alleged scheme to bury stories about extramarital affairs that arose during his 2016 presidential campaign.

Trump entered the courthouse shortly before 9am.

It was Mr Trump’s first return visit to court in the New York criminal case since that historic indictment made him the first ex-president charged with a crime.

Since then, he has also been indicted in Florida, Georgia and Washington DC.

In recent weeks, he has blended campaign events with court appearances, attending a closed hearing on Monday in a Florida case charging him with hoarding classified records.

Judge Merchan has taken steps in recent weeks to prepare for a trial. If it goes off as planned, it would be the first of Mr Trump’s criminal cases to go to trial.

For more, follow Guardian Nigeria on Instagram, LinkedIn, YouTube, Threads, and X 🌐📈🔔

#DonaldTrump #HushMoneyTrial #Trial #Manhattan #US","Donald Trump’s hush-money trial will go ahead as scheduled with jury selection starting on March 25, a judge ruled on Thursday, turning aside requests for a delay from the former president’s defence lawyers.

In leaving the trial date intact, Judge Juan Manuel Merchan took advantage of a delay in a separate prosecution in Washington charging Trump with plotting to overturn the results of the 2020 presidential election.

That case has been effectively on hold pending the outcome of an appeal from Trump.

The hearing was held in the same Manhattan courtroom where he pleaded not guilty last April to 34 counts of falsifying business records in an alleged scheme to bury stories about extramarital affairs that arose during his 2016 presidential campaign.

Trump entered the courthouse shortly before 9am.

It was Mr Trump’s first return visit to court in the New York criminal case since that historic indictment made him the first ex-president charged with a crime.

Since then, he has also been indicted in Florida, Georgia and Washington DC.

In recent weeks, he has blended campaign events with court appearances, attending a closed hearing on Monday in a Florida case charging him with hoarding classified records.

Judge Merchan has taken steps in recent weeks to prepare for a trial. If it goes off as planned, it would be the first of Mr Trump’s criminal cases to go to trial.

For more, follow Guardian Nigeria on Instagram, LinkedIn, YouTube, Threads, and X 🌐📈🔔

#DonaldTrump #HushMoneyTrial #Trial #Manhattan #US",2024-02-15 23:28:45,1,7,34,100044323184888,guardianng,Guardian Nigeria,https://www.facebook.com/guardianng/posts/957873839033380,post,,,,-0.07,,
facebook,830395242430539,He has pleaded not guilty and claims that he cannot be prosecuted because the charges stem from his official responsibilities as president.,He has pleaded not guilty and claims that he cannot be prosecuted because the charges stem from his official responsibilities as president.,2024-02-13 05:56:27,0,2,1,100063802129123,wsbradio,95.5 WSB,https://www.facebook.com/wsbradio/posts/830395242430539,post,,,,-0.13,,
facebook,384055460925489,"No matter what your political preference is, you should ALWAYS feel peaceful and know beyond a reasonable doubt that your voice is heard and YOUR vote is counted. 
There can be no peace for anyone until we fix this. 🗳️✔️🇺🇸","No matter what your political preference is, you should ALWAYS feel peaceful and know beyond a reasonable doubt that your voice is heard and YOUR vote is counted. 
There can be no peace for anyone until we fix this. 🗳️✔️🇺🇸",2024-02-20 05:09:46,1,0,0,100079631132856,profile.php?id=100079631132856,Felicia Anne,https://www.facebook.com/profile.php?id=100079631132856/posts/384055460925489,post,,,,0.4,,
facebook,1356133515040275,"Oh my! In small print above a claim that Gen. Paul LaCamera has no FB Pages is a claim that he reimbursed a lady for her scammed money. My, my! Here are some things to question about all scamming issues: why, when there are federal laws against cyber theft, isn't the current Dept. Of Justice & FBI going after these people?  Scammers can be tracked! I belueve the Army is doing that job! Because it has technology to do it! The current DOJ is going after a 70 yr. Old grandma 4 protesting at an abortion clinic.   Who closed the Keystone Pipeline - plunging the U. S. Into dependence on foreign oil & into a high spiraling economy of inflation?Who pulled troops out of Afghanistan  & allowed weaponry to be left behind? A book - RIGGED- BY Mollie Hemingway exposes what Donald Trump was fighting against on Jan. 6, 2021. Who is being mercilessly attacked by media, BIG Tech, Democrats, & others, yet still is winning in many primaries{ & leftist media is lying about}. Did God allow tHis to happen? I think so, be- cause b4  revivals in the past, people were desperate 4 change because things were so bad! The U. S. House of Representatives is Republican controlled & it controls our money- but the Senate- Democrat controlled- has more to do with enforcing laws. Wake uP people! Gen. Paul LaCamera was targeted by evil leftist people who were jealous of his success in investing and his bravery and leadership in his long military career.  ALSO, Who's to say that high ranking military officers try to drum up support for our troops by posting profile pages- even if those pages are hacked by ISIS and other murderous groups? Also, greed and the power that goes along with being earthly financially rich, is so operative in people with money { it shouts!} that poor people are motivated to accept the creativity - squelching tenants if Communism! THERE! THAT'S MY <3","Oh my! In small print above a claim that Gen. Paul LaCamera has no FB Pages is a claim that he reimbursed a lady for her scammed money. My, my! Here are some things to question about all scamming issues: why, when there are federal laws against cyber theft, isn't the current Dept. Of Justice & FBI going after these people?  Scammers can be tracked! I belueve the Army is doing that job! Because it has technology to do it! The current DOJ is going after a 70 yr. Old grandma 4 protesting at an abortion clinic.   Who closed the Keystone Pipeline - plunging the U. S. Into dependence on foreign oil & into a high spiraling economy of inflation?Who pulled troops out of Afghanistan  & allowed weaponry to be left behind? A book - RIGGED- BY Mollie Hemingway exposes what Donald Trump was fighting against on Jan. 6, 2021. Who is being mercilessly attacked by media, BIG Tech, Democrats, & others, yet still is winning in many primaries{ & leftist media is lying about}. Did God allow tHis to happen? I think so, be- cause b4  revivals in the past, people were desperate 4 change because things were so bad! The U. S. House of Representatives is Republican controlled & it controls our money- but the Senate- Democrat controlled- has more to do with enforcing laws. Wake uP people! Gen. Paul LaCamera was targeted by evil leftist people who were jealous of his success in investing and his bravery and leadership in his long military career.  ALSO, Who's to say that high ranking military officers try to drum up support for our troops by posting profile pages- even if those pages are hacked by ISIS and other murderous groups? Also, greed and the power that goes along with being earthly financially rich, is so operative in people with money { it shouts!} that poor people are motivated to accept the creativity - squelching tenants if Communism! THERE! THAT'S MY <3",2024-02-19 06:28:10,0,65,13,100093126325248,profile.php?id=100093126325248,Jane Naphtali,https://www.facebook.com/profile.php?id=100093126325248/posts/1356133515040275,post,,,,-0.7,,
facebook,941462474310774,"Yesterday, March 3rd, over 7,000 migrants crossed the border.

Under my bipartisan border bill, the border would be shut down.

But since partisans in Washington chose to do nothing, the crossings will continue. #securetheborder","Yesterday, March 3rd, over 7,000 migrants crossed the border.

Under my bipartisan border bill, the border would be shut down.

But since partisans in Washington chose to do nothing, the crossings will continue. #securetheborder",2024-03-05 07:53:20,3,292,76,100053410897688,KyrstenSinema,Kyrsten Sinema,https://www.facebook.com/KyrstenSinema/posts/941462474310774,post,,,,-0.74,,
facebook,803613635143027,It’s not possible for Biden or any other president to completely shut down the border with an executive order.,"It’s not possible for Biden or any other president to completely shut down the border with an executive order.

",2024-03-11 16:00:00,1,33,15,100064831927105,WFMYNews2,WFMY News 2,https://www.facebook.com/WFMYNews2/posts/803613635143027,post,,,,-0.69,,
facebook,797337795769496,"The border crisis has taken on many forms in Texas, from crime to fentanyl poisonings to farmers and ranchers losing their livelihoods.

Another casualty of the border crisis is the U.S. State Department’s failure to hold accountable Mexican government authorities to a 1944 Treaty of Utilization of Waters, resulting in Texas’ last sugar mill shut down, the industry contends. The Rio Grande Valley is bracing for an expected initial $100 million in economic losses as a result.","The border crisis has taken on many forms in Texas, from crime to fentanyl poisonings to farmers and ranchers losing their livelihoods.

Another casualty of the border crisis is the U.S. State Department’s failure to hold accountable Mexican government authorities to a 1944 Treaty of Utilization of Waters, resulting in Texas’ last sugar mill shut down, the industry contends. The Rio Grande Valley is bracing for an expected initial $100 million in economic losses as a result.",2024-03-14 23:43:38,0,0,0,100064798476390,TennesseeStar,The Tennessee Star,https://www.facebook.com/TennesseeStar/posts/797337795769496,post,,,,-0.8,,
facebook,10232408665384373,Another illegal raping a 15 year old girl. How much more before the Border is shut down ?? President can shut it down today,Another illegal raping a 15 year old girl. How much more before the Border is shut down ?? President can shut it down today,2024-03-15 04:46:36,0,2,4,1388036084,howard.levings,Howard Levings,https://www.facebook.com/howard.levings/posts/10232408665384373,post,,,,-0.91,,
facebook,819011416931968,A Texas judge has ruled in favor of a large migrant shelter on the U.S.-Mexico border that Republican Attorney General Ken Paxton is seeking to shut down over claims that the facility encourages migrants to enter the U.S. illegally.,A Texas judge has ruled in favor of a large migrant shelter on the U.S.-Mexico border that Republican Attorney General Ken Paxton is seeking to shut down over claims that the facility encourages migrants to enter the U.S. illegally.,2024-03-12 08:20:00,1,18,43,100064693507876,KSAT12,KSAT 12 & KSAT.com,https://www.facebook.com/KSAT12/posts/819011416931968,post,,,,-0.27,,
facebook,781029303881647,‘Why Can’t You Do It?’: Mike Johnson Details Conversation With Biden Over Executive Action To Shut Down Border,‘Why Can’t You Do It?’: Mike Johnson Details Conversation With Biden Over Executive Action To Shut Down Border,2024-02-29 22:30:16,16,95,112,100059237543900,DailyCaller,The Daily Caller,https://www.facebook.com/DailyCaller/posts/781029303881647,post,,,,-0.12,,
facebook,7434652426600393,The Government is fighting harder to shut down Tik Tok than the US border. Let that sink in,The Government is fighting harder to shut down Tik Tok than the US border. Let that sink in,2024-03-14 09:36:59,0,6,5,100001671274724,cheryl.butler13,Cheryl Hatzell,https://www.facebook.com/cheryl.butler13/posts/7434652426600393,post,,,,-0.62,,
facebook,7781422975201851,"The U.S. government fought harder to shut down Tik Tok than the border 
Let that sink in….","The U.S. government fought harder to shut down Tik Tok than the border 
Let that sink in….",2024-03-15 00:32:55,1,1,9,100000026762049,robin.c.conklin,Robin C. Conklin,https://www.facebook.com/robin.c.conklin/posts/7781422975201851,post,,,,-0.35,,
facebook,809314264575039,"Shut down the Border Mr. President

Illegal immigrant accused of causing head-on crash that killed young Missouri boy

A woman in the U.S. illegally is accused of causing a head-on, wrong way, crash that left a 12-year-old Missouri boy dead.

Travis Wolfe was just one day away from celebrating his 12th birthday when authorities say Endrina Bracho slammed into his family's car head-on.

Authorities tell Fox News Digital Bracho, 33, was barreling down the highway the wrong way, going 70 miles per hour in a 40 mile per hour zone.","Shut down the Border Mr. President

Illegal immigrant accused of causing head-on crash that killed young Missouri boy

A woman in the U.S. illegally is accused of causing a head-on, wrong way, crash that left a 12-year-old Missouri boy dead.

Travis Wolfe was just one day away from celebrating his 12th birthday when authorities say Endrina Bracho slammed into his family's car head-on.

Authorities tell Fox News Digital Bracho, 33, was barreling down the highway the wrong way, going 70 miles per hour in a 40 mile per hour zone.",2024-03-13 03:59:11,2,17,4,100064894171887,profile.php?id=100064894171887,Jefferson County Washington,https://www.facebook.com/profile.php?id=100064894171887/posts/809314264575039,post,,,,-0.58,,
facebook,946582893504358,"President Biden has the authority to shut the border down completely. Instead, he rescinded 89 Trump-era policies. There are many tools available to solve the problem, and he won’t pick them up. Catch my latest with Brian Wilson on 99.7 WTN:","President Biden has the authority to shut the border down completely. Instead, he rescinded 89 Trump-era policies. There are many tools available to solve the problem, and he won’t pick them up. Catch my latest with Brian Wilson on 99.7 WTN:

",2024-03-02 05:00:40,0,37,28,100044579672888,RepMarkGreenTN,Congressman Mark Green,https://www.facebook.com/RepMarkGreenTN/posts/946582893504358,post,,,,0.0,,
facebook,955875852567245,"As President Biden entered the Chamber for the #SOTU, I had an opportunity to tell him to Secure the border. Americans are dying and just like he used his authority to dismantle it, he can use it to put it back together.

The Immigration & Nationality Law is clear. Not only are those entering illegally supposed to be detained & deported, Under sections 1182 and 1225, the president has the discretion to enforce remain in mexico, end catch & release alter parole and asylum, shut it down completely.","As President Biden entered the Chamber for the #SOTU, I had an opportunity to tell him to Secure the border. Americans are dying and just like he used his authority to dismantle it, he can use it to put it back together.

The Immigration & Nationality Law is clear. Not only are those entering illegally supposed to be detained & deported, Under sections 1182 and 1225, the president has the discretion to enforce remain in mexico, end catch & release alter parole and asylum, shut it down completely.",2024-03-08 11:14:02,33,174,513,100044345173464,NMalliotakis,Nicole Malliotakis,https://www.facebook.com/NMalliotakis/posts/955875852567245,post,,,,0.14,,
facebook,789507636379665,"The Biden administration is reportedly considering using executive authority to impose harsh immigration measures, including a push to end asylum for migrants crossing between ports of entry at the US-Mexico border—a move that the Trump administration tried in 2018 and was shot down by the courts.

The measures, which NBC News first reported on Wednesday, would mimic some of the provisions included in the now-dead Senate bipartisan border deal, including raising the standards for the initial asylum screening known as a “credible fear” interview. Biden’s plans would also instruct US Immigration and Customs Enforcement (ICE) officers to prioritize the removal of new migrants in what officials familiar with the discussions described to NBC News as a “last in, first out” policy. 

It’s unclear whether or how the White House would move forward with these changes. But the fact that they’re under consideration underscores the president’s shift towards stricter border enforcement at the expense of the asylum system, as I’ve written about before. In 2020, Biden pledged a humane immigration policy as a change from Trump. Now, he is promising to “shut down the border.”

The Biden administration has already imposed limitations on asylum, including by making it harder for migrants to qualify if they hadn’t first sought and been denied humanitarian relief in other countries on the way to the United States. Now, the White House is floating around the idea of using an authority under section 212(f) of the Immigration and Nationality Act that allows presidents to suspend the entry of certain foreigners into the country if they find that it “would be detrimental to the interests of the United States.”

Former President Donald Trump infamously weaponized this authority against travelers from Muslim-majority countries. He also invoked it in 2018 to crackdown on asylum for migrants crossing outside ports of entry, but a federal judge ultimately blocked the policy, writing that “whatever the scope of the president’s authority, he may not rewrite the immigration laws to impose a condition that Congress has expressly forbidden.”

Read more here: https://www.motherjones.com/mojo-wire/2024/02/biden-is-reportedly-considering-an-asylum-restriction-from-the-trump-era/
📸 Samuel Corum/ZUMA","The Biden administration is reportedly considering using executive authority to impose harsh immigration measures, including a push to end asylum for migrants crossing between ports of entry at the US-Mexico border—a move that the Trump administration tried in 2018 and was shot down by the courts.

The measures, which NBC News first reported on Wednesday, would mimic some of the provisions included in the now-dead Senate bipartisan border deal, including raising the standards for the initial asylum screening known as a “credible fear” interview. Biden’s plans would also instruct US Immigration and Customs Enforcement (ICE) officers to prioritize the removal of new migrants in what officials familiar with the discussions described to NBC News as a “last in, first out” policy. 

It’s unclear whether or how the White House would move forward with these changes. But the fact that they’re under consideration underscores the president’s shift towards stricter border enforcement at the expense of the asylum system, as I’ve written about before. In 2020, Biden pledged a humane immigration policy as a change from Trump. Now, he is promising to “shut down the border.”

The Biden administration has already imposed limitations on asylum, including by making it harder for migrants to qualify if they hadn’t first sought and been denied humanitarian relief in other countries on the way to the United States. Now, the White House is floating around the idea of using an authority under section 212(f) of the Immigration and Nationality Act that allows presidents to suspend the entry of certain foreigners into the country if they find that it “would be detrimental to the interests of the United States.”

Former President Donald Trump infamously weaponized this authority against travelers from Muslim-majority countries. He also invoked it in 2018 to crackdown on asylum for migrants crossing outside ports of entry, but a federal judge ultimately blocked the policy, writing that “whatever the scope of the president’s authority, he may not rewrite the immigration laws to impose a condition that Congress has expressly forbidden.”

Read more here: https://www.motherjones.com/mojo-wire/2024/02/biden-is-reportedly-considering-an-asylum-restriction-from-the-trump-era/
📸 Samuel Corum/ZUMA",2024-03-03 12:28:00,22,94,115,100059613064949,motherjones,Mother Jones,https://www.facebook.com/motherjones/posts/789507636379665,post,,,,-0.28,,
facebook,924805809315573,Border rhetoric is likely to only intensify this presidential election year. And that can have consequences for border communities.,Border rhetoric is likely to only intensify this presidential election year. And that can have consequences for border communities.,2024-02-14 04:11:03,58,80,177,100053584873398,usatoday,USA TODAY,https://www.facebook.com/usatoday/posts/924805809315573,post,,,,-0.73,,
facebook,809895951172884,"Catholic leaders and local officials condemned an attempt by Texas Attorney General Ken Paxton to shut down a Catholic nonprofit serving migrants and asylum-seekers at the Southern border, calling it an abuse of power and a violation of religious liberty.","Catholic leaders and local officials condemned an attempt by Texas Attorney General Ken Paxton to shut down a Catholic nonprofit serving migrants and asylum-seekers at the Southern border, calling it an abuse of power and a violation of religious liberty.",2024-02-27 22:46:00,14,12,25,100064574596158,NCRonline,National Catholic Reporter,https://www.facebook.com/NCRonline/posts/809895951172884,post,,,,-0.54,,
facebook,791045819545929,"Swalwell shut down Republicans for being in the ""chaos business"" after party members blocked the bipartisan border bill.","Swalwell shut down Republicans for being in the ""chaos business"" after party members blocked the bipartisan border bill.",2024-03-08 01:00:20,30,261,376,100059215554772,HuffPost,HuffPost,https://www.facebook.com/HuffPost/posts/791045819545929,post,,,,-0.73,,
facebook,837105181780300,Shut down the border!,Shut down the border!,2024-03-14 21:07:06,151,115,1558,100064424780337,ForAmerica,ForAmerica,https://www.facebook.com/ForAmerica/posts/837105181780300,post,,,,-0.47,,
facebook,780229624140996,"""Donald Trump said, 'kill this bill, it will help Joe Biden if we actually shut down the border, and I'll take the blame.' So Donald, we blame you. We blame you because it's your fault.""

— Joe Scarborough on Trump killing the bipartisan border bill","""Donald Trump said, 'kill this bill, it will help Joe Biden if we actually shut down the border, and I'll take the blame.' So Donald, we blame you. We blame you because it's your fault.""

— Joe Scarborough on Trump killing the bipartisan border bill",2024-03-05 23:32:48,80,198,239,100064618966810,MorningJoe,Morning Joe,https://www.facebook.com/MorningJoe/posts/780229624140996,post,,,,-0.81,,
facebook,726548579650910,"South Korea is expected to pass a proposal to shut down a support foundation for the now-shuttered inter-Korean industrial complex in the North's border city of Gaesong as early as next week, the unification ministry said Sunday.
To read the story, click the link below:
https://www.koreatimes.co.kr/www2/common/viewpage.asp?newsIdx=370328&categoryCode=103","South Korea is expected to pass a proposal to shut down a support foundation for the now-shuttered inter-Korean industrial complex in the North's border city of Gaesong as early as next week, the unification ministry said Sunday.
To read the story, click the link below:
https://www.koreatimes.co.kr/www2/common/viewpage.asp?newsIdx=370328&categoryCode=103",2024-03-10 14:00:02,1,1,28,100068873242324,thekoreatimes,The Korea Times,https://www.facebook.com/thekoreatimes/posts/726548579650910,post,,,,-0.13,,
facebook,818618636966103,"Should House Republicans “Shut Down” the Government to Stop Biden Border Invasion?

Judicial Watch President @TomFitton discusses the upcoming congressional budget fight. WATCH NOW!

SUPPORT OUR WORK https://www.judicialwatch.org/donate/thank-youtube/ 

VISIT OUR WEBSITE http://www.judicialwatch.org

COPYRIGHT: FAIR USE","Should House Republicans “Shut Down” the Government to Stop Biden Border Invasion?

Judicial Watch President @TomFitton discusses the upcoming congressional budget fight. WATCH NOW!

SUPPORT OUR WORK https://www.judicialwatch.org/donate/thank-youtube/ 

VISIT OUR WEBSITE http://www.judicialwatch.org

COPYRIGHT: FAIR USE",2024-02-29 02:40:37,102,450,876,100064539227808,JudicialWatch,Judicial Watch,https://www.facebook.com/JudicialWatch/posts/818618636966103,post,,,,-0.05,,
