user_id,avatar,screen_name,name,description,fan,validation,type,verified_reason,screen_name_trans,description_trans,verified_reason_trans
2712601544,"https://tvax2.sinaimg.cn/crop.12.15.1065.1065.1024/a1af03c8ly8h8uylja0tej20u00u00ts.jpg?KID=imgbed,tva&Expires=1710908731&ssig=5%2BPmi%2Fd9Un",香港衛視HKS,香港衛視HKS,香港衛視國際傳媒集團是一家集衛星電視、網絡電視、影視劇投資、文化地產投資為一體的國際傳媒集團。香港衛視“綜合臺”以24小時開路不加密的方式，通…,614520,True,Media,香港卫视官方微博,Hong Kong Satellite TV HKS,"Hong Kong TV International Media Group is an international media group that integrates satellite television, online television, film and television investment, and cultural real estate investment. Hong Kong TV's ""Integrated Channel"" uses a 24-hour open circuit without encryption to connect",Hong Kong TV's official Weibo account
6421528583,"https://tvax1.sinaimg.cn/crop.0.0.996.996.1024/0070A4VFly8gjmnlmonkrj30ro0ro75e.jpg?KID=imgbed,tva&Expires=1710908733&ssig=wOl8kUUWLB",中新法律博主,中新法律博主,讲法解法，法律法规。,301179,True,Celebrities,头条文章作者 法律博主,China Singapore Legal Blogger,"Teaching and solving methods, laws and regulations.",Headline article author legal blogger
7570207951,"https://tvax1.sinaimg.cn/crop.0.0.664.664.1024/008gjOUfly8hgemhcaoupj30ig0igwge.jpg?KID=imgbed,tva&Expires=1710908735&ssig=Dy%2B752NYJv",如沐春风1982a,如沐春风1982a,没有人会等你，风生水起靠自己。,5,False,nan,nan,"Like a spring breeze, 1982a","No one will wait for you, the wind and water rise on your own.",nan
7427193719,"https://tvax1.sinaimg.cn/crop.0.0.664.664.1024/0086DKn5ly8gzdax2fqiyj30ig0iggn9.jpg?KID=imgbed,tva&Expires=1710908736&ssig=duJncKe8OB",巧克力豆19980605,巧克力豆19980605,轻松时别忘了努力，忙碌时别忘了梦想👍,10,False,nan,nan,Chocolate beans 19980605,"Don't forget to work hard when you're relaxed, and don't forget your dreams when you're busy 👍",nan
7310744124,"https://tvax2.sinaimg.cn/crop.0.0.640.640.1024/007YL8vOly8hbmi2tv039j30hs0hs74j.jpg?KID=imgbed,tva&Expires=1710908737&ssig=leFfW%2BCyDH",點新聞dotdotnews,點新聞dotdotnews,跑得快、三觀正的香港記者,94304,True,Media,點新聞官方微博,Dotdotnews,A fast and upright Hong Kong journalist,Dian News Official Weibo
2835086114,"https://tvax2.sinaimg.cn/crop.0.0.1006.1006.1024/a8fbfb22ly8gc5gw24fw0j20ry0rydgo.jpg?KID=imgbed,tva&Expires=1710908738&ssig=halsDYwTAI",推譚僕遠,推譚僕遠,人在草木间，耳伴土八文。,499,False,nan,nan,Pushing Tan Puyuan,"People are in the midst of grass and trees, with their ears filled with soil.",nan
5911198285,"https://tvax4.sinaimg.cn/crop.0.0.600.600.1024/006s2MHPly8hbp1sthydlj30go0go0vz.jpg?KID=imgbed,tva&Expires=1710908740&ssig=V2XC%2BY39I9",Countrycat,Countrycat,Another voice  兼看则明。备联：W易及T条：秋名山街猫,115292,True,Celebrities,头条文章作者,Countrycat,Another voice is clear when viewed simultaneously. Backup link: W Yi and T bar: Qiu Mingshan Street Cat,Headline article author
1935474455,"https://tvax2.sinaimg.cn/crop.33.62.683.683.1024/735cff17ly8h8vgrgmk4bj20ku0kumys.jpg?KID=imgbed,tva&Expires=1710908741&ssig=Nt8cs7WYI5",新闻110,新闻110,新闻报料请通过微博私信，或拨打电话0591-968110！,660790,True,Media,福州广播电视台《新闻110》官方微博,News 110,"For news reports, please send a private message on Weibo or call 0591-968110!",Fuzhou Radio and Television Station News 110 Official Weibo
1685715705,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/001Q55EZly8hgb6f15owhj60go0go74y02.jpg?KID=imgbed,tva&Expires=1710908742&ssig=yMv5d%2FJxvp",长江云新闻,长江云新闻,云开见世界 湖北广播电视台长江云矩阵账号,5565386,True,Media,湖北广播电视台长江云新闻官方微博,Changjiang Cloud News,Yunkaijian World Hubei Broadcasting and Television Station Changjiang Cloud Matrix Account,Hubei Radio and Television Station Changjiang Cloud News Official Weibo
7731268962,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/008rdCeuly8h8vconw5zhj30u00u0gnr.jpg?KID=imgbed,tva&Expires=1710908744&ssig=N3PwZ9NKa0",昌邑融媒,昌邑融媒,昌邑市融媒体中心官方微博 投稿微cytv1111,90801,True,Media,昌邑市融媒体中心官方微博,Changyi Rongmei,Changyi Integrated Media Center Official Weibo Submission WeChat Cytv1111,Changyi Integrated Media Center Official Weibo
2208160981,"https://tvax2.sinaimg.cn/crop.21.16.355.355.1024/839ddcd5ly1grr3j0fza5j20b40b4mxf.jpg?KID=imgbed,tva&Expires=1710908744&ssig=PMQl%2BYqyIq",西安新闻网,西安新闻网,西安新闻网是中共西安市委宣传部直接领导下的西安新闻门户网站，由西安市委机关报西安日报社主办。,448995,True,Media,西安新闻网官方微博 http://www.xiancn.com/,Xi'an News Network,"Xi'an News Network is a Xi'an news portal website directly led by the Propaganda Department of the Xi'an Municipal Committee of the Communist Party of China. It is sponsored by the Xi'an Daily News Agency, a newspaper of the Xi'an Municipal Committee.",Official Weibo account of Xi'an News Network http://www.xiancn.com/
1832487154,"https://tvax1.sinaimg.cn/crop.0.0.446.446.1024/6d3988f2ly8h8vgkhr4bvj20ce0cet99.jpg?KID=imgbed,tva&Expires=1710908745&ssig=vH2g4oIMli",新华财经官方微博,新华财经官方微博,新华财经是由国家立项、新华社中国经济信息社有限公司承建的国家金融信息平台。（互联网新闻信息服务许可证：10120230015）,1297420,True,Media,中国经济信息社有限公司,Xinhua Finance Official Weibo,"Xinhua Finance and Economics is a national financial information platform established by the state and undertaken by Xinhua News Agency China Economic Information Service Co., Ltd. (Internet news information service license: 10120230015)","China Economic Information Society Co., Ltd"
3265322191,"https://tvax4.sinaimg.cn/crop.0.0.828.828.1024/c2a0dccfly8hje6bppn71j20n00n0ac6.jpg?KID=imgbed,tva&Expires=1710908747&ssig=Cgi8AYyAhJ",兰州新区发布,兰州新区发布,欢迎您关注兰州新区微博，新区节奏，尽在掌握。在这里您可以了解兰州新区建设发展的最新资讯。兰州新区欢迎您！,183207,True,Government,兰州新区发布官方微博,Lanzhou New Area Release,"Welcome to follow Lanzhou New Area Weibo, the rhythm of the new area, and stay tuned. Here you can learn the latest information on the construction and development of Lanzhou New Area. Welcome to Lanzhou New Area!",Lanzhou New Area Releases Official Weibo
6221932120,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/006N4ALSly8gdi6ut01v6j30u00u00tw.jpg?KID=imgbed,tva&Expires=1710908769&ssig=TErOwparIq",直新闻,直新闻,直新闻APP官方微博,1429728,True,Media,直新闻官方微博,Direct news,Official Weibo account of Zhiwen APP,Direct News Official Weibo
5016630485,"https://tva4.sinaimg.cn/crop.0.0.189.189.1024/005tvgKVgw1eig7e1qv2qj305a05d0t6.jpg?KID=imgbed,tva&Expires=1710908770&ssig=kKqWrgrs7U",星島日報歐洲版,星島日報歐洲版,星島日報 (歐洲版) 是歐洲最權威及銷量最大的中文報章，分銷網覆蓋12個歐洲國家。,140525,True,Media,《星岛日报》欧洲版官方微博,Sing Tao Daily European Edition,"Sing Tao Daily (European Edition) is the most authoritative and best-selling Chinese newspaper in Europe, with a distribution network covering 12 European countries.",The official Weibo account of the European version of Sing Tao Daily
1974576991,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/0029D7FZly8h8vg4kqwr4j60go0got9i02.jpg?KID=imgbed,tva&Expires=1710908771&ssig=zdYUSHayqf",环球时报,环球时报,报道多元世界    解读复杂中国,31186139,True,Media,《环球时报》社有限公司官方微博,Global Times,Reporting on a Diverse World and Interpreting Complex China,Official Weibo account of Global Times Limited
1444313404,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/5616793cly8gmgwy3n15ij20e80e8dg5.jpg?KID=imgbed,tva&Expires=1710908772&ssig=y5TQ6e3Pyr",领事闲谈,领事闲谈,个人微博。从专业角度，理性探讨出国、回国等相关问题，关注中美关系，兼顾社会热点。观点并不代表从业单位。,385153,True,Celebrities,外事一员,Consular Chats,"Personal Weibo. From a professional perspective, rationally explore issues related to going abroad or returning to China, pay attention to China US relations, and balance social hotspots. The viewpoint does not represent the employer.",Foreign Affairs Officer
2005289925,"https://tva1.sinaimg.cn/crop.0.684.1710.1710.1024/77864bc5jw8eu43qe2l6sj21kw2di4qp.jpg?KID=imgbed,tva&Expires=1710908774&ssig=%2B6MuB52CP7",孙太一,孙太一,每个人都可以为自己的思想代言,246967,True,Celebrities,"美国杰出华人青年，波士顿大学国关讲师,波士顿城市交响乐团第一小提琴",Sun Taiyi,Everyone can endorse their own ideas,"Outstanding Chinese youth in the United States, lecturer in international relations at Boston University, and First Violin of the Boston City Symphony Orchestra"
5939990920,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/006tZAZaly8hm47ryxxj7j30u00u00u1.jpg?KID=imgbed,tva&Expires=1710908775&ssig=4UgJ3qAtZI",深柳斋,深柳斋,行者  /  依法不依人，依义不依语                          搬运摸鱼，仅供参考,134721,True,Celebrities,历史博主 微博剪辑视频博主,Deep Willow Studio,"Travelers/Those who do not follow the law, those who do not follow the word, and those who do not follow the meaning, are handling fish for reference only",Historical blogger Weibo editing video blogger
3167571163,"https://tvax1.sinaimg.cn/crop.0.0.1023.1023.1024/bccd4cdbly8h8vlhtrndfj20sg0sfabq.jpg?KID=imgbed,tva&Expires=1710908776&ssig=QDOA4L5tif",杜利勇,杜利勇,媒体人的社会责任其实就是媒体的生存法则。,1906896,True,Celebrities,媒体人 超话主持人（中国娱乐新闻超话） 微博原创视频博主,Du Liyong,The social responsibility of media professionals is actually the survival law of the media.,Media person super talk host (China Entertainment News Super Talk) Weibo original video blogger
5507836092,"https://tvax3.sinaimg.cn/crop.0.0.640.640.1024/0060KjM0ly8h8ujjbjhm5j30hs0hs3yq.jpg?KID=imgbed,tva&Expires=1710908777&ssig=UuRMYl9Wx4",橙新聞,橙新聞,立足于香港的新媒体平台，云集优质新闻与多元思想观点，力求理性、客观、有深度、宽视野。微信公众号ID：橙新聞,439988,True,Media,橙新聞,Orange News,"Based on Hong Kong's new media platform, we gather high-quality news and diverse perspectives, striving for rationality, objectivity, depth, and broad vision. WeChat official account ID: Orange News",Orange News
1654134123,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/001NWzQDly8hhmk1r9l79j60go0goq3q02.jpg?KID=imgbed,tva&Expires=1710908779&ssig=8gW9rhAyRj",早报网,早报网,联合早报网 (www.zaobao.com) 是新加坡报业控股属下的网站。以第三只眼看大中华，客观新闻和深度评析是众多亚太区读者的最爱。,3517880,True,Media,新加坡联合早报官方微博,Zaobao Network,"Lianhe Zaobao (www.zaobao. com) is a website under Singapore Newspaper Holdings. Looking at Greater China with a third eye, objective news and in-depth analysis are the favorites of many readers in the Asia Pacific region.",Official microblog of Singapore Lianhe Zaobao
1659280190,"https://tvax1.sinaimg.cn/crop.140.14.363.363.1024/62e69b3ely8ffs9hbj9cgj20i70b70yi.jpg?KID=imgbed,tva&Expires=1710908780&ssig=1QlrGSmW10",QuantHedgeFund,QuantHedgeFund,关注公众号dglhtzxh,56693,True,Celebrities,广东英欧大数据科技有限公司CFA分析师、数据分析师 财经博主,QuantHedgeFund,Follow official account dglhtzxh,"CFA analyst and financial blogger at Guangdong Yingou Big Data Technology Co., Ltd"
2868676035,"https://tvax4.sinaimg.cn/crop.0.0.180.180.1024/aafc85c3ly8h8vg6ezotfj2050050dfn.jpg?KID=imgbed,tva&Expires=1710908782&ssig=HogFcpjFQO",财联社APP,财联社APP,财联社|机构和私募主力都在使用的证券快讯APP,3614744,True,Media,财联社（https://www.cls.cn）官方微博,Cailian Society APP,Caixin News Agency | Securities Express APP used by institutions and private equity main players,Cailian Society（ https://www.cls.cn ）Official Weibo
6040548110,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/006ANwvkly8gw1tagc61qj30u00u0gna.jpg?KID=imgbed,tva&Expires=1710908783&ssig=ta1sq5J73K",兰州西固检察,兰州西固检察,西固区检察院官方微博秉持“传播法治正能量，传递检察好声音”的宗旨，主要发布党和国家方针政策、法律法规、司法政策、典型案例以及检察职能、本院工作动态等内容，为广大博友提供释法说理、法规解读等法律服务。让我们共同学法懂法，做新时代尊法守法合格公民。,2551,True,Government,兰州市西固区人民检察院官方微博,Lanzhou Xigu Prosecutor,"The official Weibo account of the Xigu District Procuratorate adheres to the purpose of ""spreading the positive energy of the rule of law and conveying the good voice of the procuratorate"". It mainly publishes the party and state policies, laws and regulations, judicial policies, typical cases, as well as the procuratorial functions and the work dynamics of the court, providing legal services such as interpretation and interpretation of laws and regulations for the vast number of bloggers. Let's learn and understand the law together, and become qualified citizens who respect and abide by the law in the new era.","Official Weibo account of the People's Procuratorate of Xigu District, Lanzhou City"
1909367514,"https://tvax4.sinaimg.cn/crop.0.0.829.829.1024/71cea2daly8gnk0li8pb2j20n10n1my2.jpg?KID=imgbed,tva&Expires=1710908784&ssig=TL%2Fs5AuJsv",我是二姐夫,我是二姐夫,时间皆布施，只舍有缘人。,335965,True,Celebrities,互联网科技博主 头条文章作者,I am the second brother-in-law,"Time is all giving, only giving up those who are destined.",Internet technology blogger headline author
6508016609,"https://tvax2.sinaimg.cn/crop.1.1.688.688.1024/0076qYpPly8h8vgcdi4d4j30j60j674h.jpg?KID=imgbed,tva&Expires=1710908785&ssig=6MlXrEFj7x",风闻社区,风闻社区,观察者网的社区平台，入驻账号超1000，包括自媒体账号侠客岛、后沙月光、地球知识局等，专家学者金灿荣、林毅夫、张维为等。,2477976,True,Media,观察者网社区官方微博,Fengwen Community,"Observer Network's community platform has over 1000 registered accounts, including self media accounts such as Xiake Island, Housha Moonlight, Earth Knowledge Bureau, and experts and scholars such as Jin Canrong, Lin Yifu, and Zhang Weiwei.",Observer Network Community Official Weibo
7513549036,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/008cu5kMly8hfxdpi943zj30e80e8mxz.jpg?KID=imgbed,tva&Expires=1710908787&ssig=2sH48nH1xH",收台2026,收台2026,观台海｜迎统一（微信13520016581）两岸一湾愁、终付笑谈中！刀郎词曲、云朵演唱的《云朵》，传神唱出台湾奔向祖国的怀抱。,669,False,nan,nan,Collection 2026,   ,nan
1926909715,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/0026p7eXly8h8vhdgp7tej60e80e8wer02.jpg?KID=imgbed,tva&Expires=1710908788&ssig=xmJXzW4Vb5",第一财经日报,第一财经日报,中国第一份市场化的财经日报，以“对时代负责”作为办报理念，坚持权威主流、专业负责、理性大气、贴近市场的编辑方针。,22289694,True,Media,第一财经日报官方微博,First Financial Daily,"The first market-oriented financial and economic daily in China, with the concept of ""being responsible for the times"", adheres to the editorial policy of authoritative mainstream, professional responsibility, rational atmosphere, and being close to the market.",The official Weibo account of the First Financial Daily
1686546714,"https://tvax3.sinaimg.cn/crop.0.0.1024.1024.1024/001Q8zQmly8h8vgdbgwr3j60sg0sgmxm02.jpg?KID=imgbed,tva&Expires=1710908811&ssig=0niA0erdu0",环球网,环球网,每日滚动发送热门国际台海新闻。环球网，世界很精彩！,27695610,True,Media,环球网微博,Global Network,"Daily scrolling of popular international Taiwan Strait news. Global Network, the world is very exciting!",Global Weibo
1663937380,"https://tvax2.sinaimg.cn/crop.0.0.828.828.1024/632dab64ly8gdikgfakolj20n00n0750.jpg?KID=imgbed,tva&Expires=1710908812&ssig=%2BLAxUEpaKJ",财新网,财新网,财经新闻资讯必读网站，整合资讯、观点、多媒体、互动等信息时代形态丰富的资讯产品，7天24小时输出高品质的原创内容。,8223108,True,Media,财新网官方微博,Caixin ,"A must read website for financial news and information, integrating information, viewpoints, multimedia, interactive and other forms of information in the information age. It outputs high-quality original content 24/7.",Caixin official Weibo account
1794012633,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/001XpuDDly8gu2nnwfgcwj60u00u0q6z02.jpg?KID=imgbed,tva&Expires=1710908814&ssig=YLSSAzZ0cI",George怪瓜瓜,George怪瓜瓜,纵然生命无常，就让我们安享风雨。,1013,False,nan,nan,"George, strange melon","Even though life is impermanent, let us enjoy the wind and rain in peace.",nan
5336533996,"https://tvax4.sinaimg.cn/crop.0.0.1000.1000.1024/005P9ygYly1h8vgnwikx2j30rs0rsgn3.jpg?KID=imgbed,tva&Expires=1710908815&ssig=rrMMb8jpRH",世面,世面,合作微信：wmspshangwu,6512140,True,Media,新京报“我们视频”旗下国际视频新闻,The world,Collaboration WeChat: wmspshangwu,"International Video News under the New Beijing News ""Our Video"""
1784473157,"https://tvax3.sinaimg.cn/crop.0.0.300.300.1024/001WLsZ7ly8h8vgjl2u01j608c08caa302.jpg?KID=imgbed,tva&Expires=1710908816&ssig=NUMM6Wlb2u",中国新闻网,中国新闻网,北京中新网信息科技有限公司,80342545,True,Media,中国新闻网法人微博,China News Network,"Beijing Zhongxinwang Information Technology Co., Ltd",China News Network's legal representative Weibo
3585793804,"https://tvax3.sinaimg.cn/crop.0.0.996.996.1024/d5badf0cly8gdi4sj1u4yj20ro0roq3q.jpg?KID=imgbed,tva&Expires=1710908817&ssig=LBohf8BpE3",叙州之窗,叙州之窗,叙州区位于四川南部，地处川滇两省结合部，幅员面积2571平方公里，辖12个镇、2个乡、3个街道办事处，户籍人口101万。,4901,True,Government,宜宾市叙州区人民政府官方微博,Window of Xuzhou,"Xuzhou District is located in the south of Sichuan Province, at the junction of Sichuan Province and Yunnan Province, covering an area of 2571 square kilometers, governing 12 towns, 2 townships and 3 sub district offices, with a registered residence population of 1.01 million.",Official Weibo account of Xuzhou District People's Government in Yibin City
1323527941,"https://tvax2.sinaimg.cn/crop.0.0.512.512.1024/001rzo4Rly8hj09ep9fd9j60e80e8dfz02.jpg?KID=imgbed,tva&Expires=1710908818&ssig=IolK1qmyV9",Vista看天下,Vista看天下,一个有趣的蓝V。报料邮箱：vistawb@163.com,26101288,True,Media,《Vista看天下》官方微博,Vista View the World,An interesting blue V. Reporting email: vistawb@163.com,Vista Viewing the World Official Weibo
1908364672,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/71bf5580ly8gsi2x4waozj20u00u0myu.jpg?KID=imgbed,tva&Expires=1710908820&ssig=sUBPAS8Rhr",股市战将妖哥,股市战将妖哥,《主力行为学》原创作者,466313,True,Celebrities,财经博主 微博原创视频博主 头条文章作者,Stock Market Warrior Demon Brother,"Original author of ""Key Behaviors""",Finance blogger Weibo original video blogger headline article author
5237686993,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/005IsNEtly8h75ti2g0t5j30u00u1dm0.jpg?KID=imgbed,tva&Expires=1710908821&ssig=ZbXjvQOn66",wanshi童鞋2,wanshi童鞋2,事件的关注者，以娱乐的眼光看严肃的事件。,314648,True,Celebrities,军事博主,Wanshi Children's Shoes 2,The followers of the event view serious events with an entertaining perspective.,Military blogger
