user_id,screen_name,name,description,fan,validation,avatar,type
1518855353248669696,hogfoundanacorn,Soohooloo,Conservative chuckler,11,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
3240682055,kinneybaughman,Kinney Baughman,"Truth above all - politics, religion & country. Southern redneck turned progressive, dismayed by the radicalization of the Right. Vote...while it still matters.",693,False,https://pbs.twimg.com/profile_images/825834475527475200/xV-1wqYr_normal.jpg,
1243234386054651904,vajrpolanalyst,vajrpolanalyst,Virginian who likes making political maps and making predictions.,662,False,https://pbs.twimg.com/profile_images/1293877247515000832/qO2FH87s_normal.jpg,
23882213,ResearchCoach,Brenda Nelson-Porter 4 Georgia Secretary of State,"For Georgia Secretary of State Write In Nov 8 2022; Arbitrator; Academic, Science, Data Diplomacy, and Natural Healthcare Scientist, US Marine/GA Army Guard Vet",243,False,https://pbs.twimg.com/profile_images/1545567586120880134/0_070ZY3_normal.jpg,
1589766119044546561,TonyItsme2,Tony (Its me),,0,False,https://pbs.twimg.com/profile_images/1589766436448530432/Mu9_RWdQ_normal.png,
1361719099395563522,amandatheedream,Wind Blows,Just here for fun,5,False,https://pbs.twimg.com/profile_images/1361719275094966272/jp1PnZhg_normal.jpg,
1585349695131463680,d0u6s,d0u6,"AZ'n Since 1977, when many PHX east valley roads were dirt.",30,False,https://pbs.twimg.com/profile_images/1585360082799247360/Mim6m2yJ_normal.jpg,
90483217,CherokeeLedger,Cherokee Ledger News,"Our mission is to serve and represent the people of Cherokee County, GA, by providing stories that are honest, fair, accurate and have editorial integrity.",4441,False,https://pbs.twimg.com/profile_images/534802890196402176/dM4g8UQC_normal.jpeg,
1176641216693227522,JOldcowboy,Justan Oldcowboy,"Said I liked humor

Never said I knew how to use it

Oh and you anti-woke folks may call me Sir or My Lord",135,False,https://pbs.twimg.com/profile_images/1499825483885658113/3QasJjWd_normal.jpg,
8308222,anshelsag,Anshel Sag,"Principal Analyst @ Moor Insights & Strategy. Smartphones, PCs, 5G, XR/Metaverse, Gaming, Wearables. Love Photography & Tech (opinions my own) He/Him",8595,True,https://pbs.twimg.com/profile_images/1402394998755241984/o2Gyp9R6_normal.jpg,
1529224952292909056,Pamelazadiva,Pamelazadiva,"Love, Peace, Equality- Feisty old-ish lady hoping the world wakes up. Proud Liberal. Blue Crew.
Cat Mom to Winston & Jill.
No DMs Please",3713,False,https://pbs.twimg.com/profile_images/1530713327453601792/5iAt31vH_normal.jpg,
1107520014213537792,SNAEnvironment,SNA Environment,"Covering #environment issues from our base in Tokyo
A green branch of @ShingetsuNews
DM for media inquiries",420,False,https://pbs.twimg.com/profile_images/1107520265976594432/7fNRVfpa_normal.jpg,
295399070,Zprtr1,Zac Harmon 🌈,"Political junkie | gay | Swiftie | He/Him | 28 | “We’re all in the gutter, but some of us are looking at the stars”~ Oscar Wilde http://medium.com/@zckprtr",1476,False,https://pbs.twimg.com/profile_images/1574790434383007745/Qozu-q_1_normal.jpg,
480140091,Mwilburn123,Miles W 🇺🇦,"From Columbus, OH. Kent State B.A. in Poli-Sci ‘16. M.P.P, University of Minnesota ‘21. Part-time elections podcast host. Opinions are mine. Sports #CLE #ET",1313,False,https://pbs.twimg.com/profile_images/1528123720614789120/eGabOYEA_normal.jpg,
110741752,grandjen,Grandville-Jenison Chamber Of Commerce,Connecting Business & Community,251,False,https://pbs.twimg.com/profile_images/1356285292957872131/CVy8udvp_normal.jpg,
898635734,MichiganPK,Deplorable Redneck,,575,False,https://pbs.twimg.com/profile_images/1416210746724261891/ef0r1tpf_normal.jpg,
1563359778616643584,Ikuda_kanata,Kanata,"クソニート→田舎売文業者社畜
限界地方都市オタク",0,False,https://pbs.twimg.com/profile_images/1579492316158361600/pYlpmoH0_normal.jpg,
1505832615185907714,tiandaniu3,田大牛,luban 7!,7,False,https://pbs.twimg.com/profile_images/1506461933234704385/peE1PJOS_normal.jpg,
34790175,Cam_Is_Like,cam,The Father of The Bud and The Father of @RapRankings. Creator of the Cam MOON POLL. Go Birds. Go Bulls. #GeauxTigers,1255,False,https://pbs.twimg.com/profile_images/1573080272656113666/LxFZJiVS_normal.jpg,
815639196,overedwaitress,Sarah Fox,"author of DOWNWIND: A PEOPLES HISTORY OF THE NUCLEAR WEST. settler on Coast Salish lands, adjunct @ UPS, PhD candidate in history @ UBC, env & social justice.",788,False,https://pbs.twimg.com/profile_images/1576083316528148480/0vWpECpE_normal.jpg,
563257544,chwolfson,Charlie Wolfson,"Local government reporter, @PublicSourcePA | @report4america corps | formerly @BostonGlobe | header photo by @nickchilders",2397,True,https://pbs.twimg.com/profile_images/1556747437745881090/yYm6ilcM_normal.jpg,
1261525663401406464,CulturalPolls,Random Political/Cultural Polls,"Random unscientific polls about politics, sports, and other cultural happenings. Follow and I follow back. Please be civil to each other.  Please retweet polls!",1880,False,https://pbs.twimg.com/profile_images/1261529056522022912/VW64W2wn_normal.jpg,
1250730260477304833,EtLegalworld,ETLegalworld,"ETLegalworld an initiative of @EconomicTimes - a online news portal envisioned to provide news, views, data, reports and strategy to the Indian legal fraternity",5137,True,https://pbs.twimg.com/profile_images/1250730347118989312/nDEi3i93_normal.jpg,
1598247407208235015,Rob12388996,Rob,,2,False,https://pbs.twimg.com/profile_images/1598247558022832128/PaRnFfP3_normal.png,
1529457229807636480,SucksPuppet,Sock Puppet Because Twidders AI sucks 🇺🇸,Twitter's AI sucks and I regularly go to Twitter jail so here I am. Fuck Twitter.,26,False,https://pbs.twimg.com/profile_images/1529457452646801409/Opjt3NhQ_normal.jpg,
4052305569,IrlEmbVienna,Irish Embassy Vienna,"Official Twitter account of the Irish Embassy in Vienna. Sign up for our newsletter here: https://bit.ly/2R06gro

Twitter policy: http://bit.ly/1cURCpX",2744,True,https://pbs.twimg.com/profile_images/1070251497965932544/-iVpvGgv_normal.jpg,
1323662244635414528,inspiringteens,Emmanuel Ametsikor,,2910,False,https://pbs.twimg.com/profile_images/1550968475295907840/mMVDiODA_normal.jpg,
1431808222667558914,ICanCarryU1,拜振華,我除了钱 一无所有,4,False,https://pbs.twimg.com/profile_images/1436169463502569472/MkWG0Yqg_normal.jpg,
913611069628674049,officerdmc,ULTRA MAGA DELUXE Officer Dick,"Just a simple man and his dogs....Conservative (dogs are too!) Patriotic American, MAGA!, Trump2024",789,False,https://pbs.twimg.com/profile_images/1345301157418127363/IBs6V1Gm_normal.jpg,
1897822248,Jontalksgaming,Jon is writing,"Managing Editor at @realotakugamer. Tweets do not represent employer's views. Contact at jonb@realotakugamer, business inquiries only",387,False,https://pbs.twimg.com/profile_images/1335705207611731974/Pq0ube-P_normal.jpg,
1609045596,elium2,Eli 🍑🥕 (@elium2@masto.ai),"Leftist political analyst with ADHD, focusing on Georgia & RI. Sometimes I talk about justice. | cis, he/him, autistic, 24 | @elium2@masto.ai",5669,False,https://pbs.twimg.com/profile_images/1584307268325105673/cEJvjb_V_normal.jpg,
1370422792395616261,BadSpit,Bad Spit,"Cool Mental Refreshments ∴
Scraps from the Psychic Junkyard ∴
High Weirdness, Strange Minutiae ∴ 
Odd Facts, Trivial Quirks ∴
Irresponsible Binge Thinking ∴",150,False,https://pbs.twimg.com/profile_images/1590542242418139136/EsWLv4B__normal.jpg,
1162497775109435397,wrong_real,Andrew,"Reprint, if there is infringement, I apologize to you, and please contact me to delete.",922,False,https://pbs.twimg.com/profile_images/1278900932672028672/XNJw6O4K_normal.jpg,
1197735574032924672,Kenkan_LevelMax,ゴマメ,"【性犯罪者は極刑でよい】【外国人犯罪者は極刑でよい】
外国人の参政権・実習制度・留学生優遇・生活保護・健康保険制度の利用・通名、特亜人の帰化、それらの全てに反対。
夫婦別姓、二重国籍、水道民営化、再生可能エネルギー、日本を破壊するそれらにも反対。
保守。支持政党無し。",241,False,https://pbs.twimg.com/profile_images/1506624952279367687/Lx9UiXVZ_normal.jpg,
1283973216680255490,MSicuranzo,Mike Renzo,Je préfère la liberté dangereuse à l'esclavage pacifique,996,False,https://pbs.twimg.com/profile_images/1346967763215151106/lTQwz22P_normal.jpg,
1170555888714694656,AirCoryell1978,AirCoryell 🇺🇦 🌻,"When you're accustomed to privilege, equality seems like oppression. It is not. -- Franklin Leonard",165,False,https://pbs.twimg.com/profile_images/1170557884519735298/XRTRCmNf_normal.jpg,
492316651,quagmiremonkey,quagmiremonkey,,202,False,https://pbs.twimg.com/profile_images/903804268255133696/srIbj_tk_normal.jpg,
1559210384224948224,wirelessops,Buckets,Life is a vacation TBH,736,False,https://pbs.twimg.com/profile_images/1610674779933270019/kFixn7z7_normal.jpg,
1360029016447672327,chess_over,Chess Over Board,"BLM 🇺🇦 Director of Diversity and Inclusion at Schrute Farms, Pronouns are my own.",33,False,https://pbs.twimg.com/profile_images/1465887458453827585/8ibA8Ajt_normal.jpg,
1292309793093357568,nottodayclark1,nottodayclark,Ex-military.  We are the ones that give you the freedom you have. Never fight a war on your on turf. Pray for America.,99,False,https://pbs.twimg.com/profile_images/1303150288812085248/fVysJRR0_normal.jpg,
581305411,4thGenBruin,Peter Eric,"@UCLA alum. Big Ten fan as of June 30, 2022. PAC-12 participant until June 30, 2024. I’m convinced my sports teams hate me.",1391,False,https://pbs.twimg.com/profile_images/1581556667799506946/b0ydeKK4_normal.jpg,
19627478,dconnel,Dean Connel,"Fast Food Franchisee, Proud Husband and Father, more annoyed at government every day.",363,False,https://pbs.twimg.com/profile_images/1777145456/ChrisDean_normal.png,
728784088069459968,2xKildCatherine,Twice-Killed Catherine,"Lawyer; history, fanfic (darklina, reylo, AustenFic, mostly NSFW), language, romance novels. Go Blue! #provaxx #путинхуйло🇺🇦",251,False,https://pbs.twimg.com/profile_images/1531715533736919051/sljFTWio_normal.jpg,
3881251580,comlabman,Robert Waloven,"U.S. Navy Yeoman, 73-95, Ret.",28,False,https://pbs.twimg.com/profile_images/1578827807798484994/oXvCOqay_normal.jpg,
456528330,LeslieCorrice,Ape Addict,Crypto Trader || God lover|| CEO/Founder DHF ||08162396847 || DeFi || NFTs,773,False,https://pbs.twimg.com/profile_images/1587710000411066368/Yscg66Qi_normal.png,
22080849,Guitarplyr1990,duane russell,,236,False,https://pbs.twimg.com/profile_images/83666180/DUANE_1__normal.jpg,
47444536,claimguy1,Been nice knowing you Tom Prendergast,"Retired Insurance claim guy, bad golfer and lifetime Democrat. Resist The Former Guy and the GQP. The Original Twitter. Was my nickname in 1971.",1527,False,https://pbs.twimg.com/profile_images/1579722020522172416/LlpOEQh2_normal.jpg,
80901413,DruniHeidi,Heidi 🌊 🗳 🌈 MIDTERMS MATTER,"VOTE, VOTE, VOTE !!! Visit http://WhenWeAllVote.org to check your voter registration and make a plan to vote ahead of the midterms. Because your vote matters !!",39185,False,https://pbs.twimg.com/profile_images/1512671626890215424/OoOh7YNc_normal.jpg,
1026821304593338368,CollinJFoster,Collin J. Foster,He/Him | I’m a 🏳️‍🌈 Stonewall Socialist 🌹 active in the #mdpolitics space | this account represents me and me only ✌🏻,661,False,https://pbs.twimg.com/profile_images/1549937374184067072/AQcovAYZ_normal.jpg,
1479882620,FsarmerWillie,Willie Farmer,"Instead of complaining about your circumstances, get busy and create some new ones.",12329,False,https://pbs.twimg.com/profile_images/1527308881936138242/Zku3p-uH_normal.jpg,
1498701242427748355,L3Barbara,Barbara Elaine Lemons,"Blue Okie, lives Green in a Red state. (D)election worker/Joe Biden fan/climate repair/pro choice/no elected haters, bigots, or racists/ 8 Billion cousins.",1021,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
1127862940114100224,FPkVGVOvMhN0Umr,褚霸天,我是涩会人,1,False,https://pbs.twimg.com/profile_images/1127863020741283840/ur9f8gkz_normal.jpg,
1231531307240390658,DebraLoveGoff1,Debra Love-Goff,"soooo retired. Former military PC assmbly, soldered.Also former University Baker, receiver, food http://service.Love animals, saving them and the planet,Democra",1343,False,https://pbs.twimg.com/profile_images/1520149209214820352/uVznhej0_normal.jpg,
602929330,Blckbrdxx,Sic Semper Tyrannis,malo periculosam libertatem quam quietum servitium.,33,False,https://pbs.twimg.com/profile_images/1525094382973616131/Vv-PVnH5_normal.jpg,
1502434448855678978,fijiansenku,ヴィ,"I like nature, dogs, ink, anime, trolling, and maybe a few people 😁🇫🇯
John 14:6   Galatians 2:20",57,False,https://pbs.twimg.com/profile_images/1703492379364454400/g1fc838n_normal.jpg,
1439706995070808067,obesebochur,Obesebochur,,1,False,https://pbs.twimg.com/profile_images/1578277773080236032/r5eABrLy_normal.jpg,
1597583375283388417,itzanothertime,its.another.time,Proud NPA,2,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
2464844778,CoachBenHobbins,Coach Ben Hobbins,"NCAA AllAmer Swim, Crew8s Badgers; RB-LB EuroBowl PredNFLEurope, RB-LB ArenaFootball, Cntr EuroRugby League; FrmrTriathlete, HCoach USADS, USMS & USAT DOTritons",161,False,https://pbs.twimg.com/profile_images/464116023025602560/1jVQXmmE_normal.jpeg,
804181438341857281,ontherocks47,Aztlan,"Chicano folklore, Aztlan is often appropriated as the name for that portion of Mexico that was taken over by the United States after the Mex/Amer war of 1846",284,False,https://pbs.twimg.com/profile_images/1259393292212420608/LYnHba1T_normal.jpg,
1349072491063468034,AlphaUnseen,🕯️AlwaysMusic,"Composer, arranger, video storyteller, polymath 𝄞 https://t.co/aDHJeUiNrX 𝄢 #The50 🇺🇸 American renaissance 𝄞 TROLLS IMPERSONATE ME, SEE TWEET COUNT",389,False,https://pbs.twimg.com/profile_images/1615369316794355717/MsRnw66w_normal.jpg,
1480349090349080576,lilacbucko,Lilac,,8,False,https://pbs.twimg.com/profile_images/1480349307580547072/rwmowRKn_normal.png,
4797986425,guaishou874,怪兽,沙雕一枚，想说话的时候就说点，爱听不听。,0,False,https://pbs.twimg.com/profile_images/1497020468423176192/ChQeDz1j_normal.jpg,
875568391183941636,GfyGfy7777,GFY,Sensitive as a penis. Tough as a vagina. #RN4L,1139,False,https://pbs.twimg.com/profile_images/1565563963030392832/ERqqAt7b_normal.jpg,
947687375597076480,earth_elects,Earth Elects,"Covering the world's elections, big and small.",21,False,https://pbs.twimg.com/profile_images/947687653582962688/jEsLtfpx_normal.jpg,
827440642380816384,liuxuejianbest,刘学剑,,2,False,https://pbs.twimg.com/profile_images/1359834719853060103/748N_YP9_normal.jpg,
1002734414269501442,adeolaxaisha,adeola🗡️🇳🇬,| 18🦋| ♒️| ig: dorothyfajolu🐉,411,False,https://pbs.twimg.com/profile_images/1588496713278423041/m9sxOw8V_normal.jpg,
39421758,JDW604,JDW🌌,Conservative Christian,109,False,https://pbs.twimg.com/profile_images/1712364697444569088/9d5UabrJ_normal.jpg,
1554815857288675335,JinglesMax,胡兰耀可邦国,男，字国光，中国共产党中央委员会原总书记，伟大的无产阶级革命家、政治家，我军杰出的政治工作者，长期担任党的重要领导职务的卓越领导人。,369,False,https://pbs.twimg.com/profile_images/1617072571404673025/e0KOYNTn_normal.jpg,
1466728822259085315,mingche09178494,明晨,"You can call me Alexming（中文“明晨”就行）
I'm a 🇨🇳，safeguard the sovereignty and territorial integrity of the country(Taiwan belong to China）中国大陆人 坚持祖国主权领土完整统一 
双性恋者",26,False,https://pbs.twimg.com/profile_images/1561198867927904256/UK97Cjxu_normal.jpg,
225722000,trickyidnego,Millicent Bystander,"i live, i breathe, i am not a vampire .",1211,False,https://pbs.twimg.com/profile_images/1190237501/t_shirts_dec_5_005_normal.jpg,
33890173,DenHendrickson,Dennis Hendrickson,,1091,False,https://pbs.twimg.com/profile_images/557372808393535488/Bo1dsQ3i_normal.jpeg,
256757744,tsegerblom,Tick Segerblom,,10644,False,https://pbs.twimg.com/profile_images/1701365647999938560/5bLAQlto_normal.jpg,
1387399046545825794,KanagawaTritium,神奈氚冲浪里,🐻=大撒币,5,False,https://pbs.twimg.com/profile_images/1387399303103082502/dK9QPA7k_normal.jpg,
1402465390249250818,East_Texas_Doug,Sandra Douglas,"Jesus is Lord! Veteran Wife/Homeschooling Mom/Texan. Bought a farm/ranch in 2021!
Spent 20 years as ChemEngineer/Economist in Oil Refining-Petchem  #GigEmAggies",292,False,https://pbs.twimg.com/profile_images/1481943638775144454/5MBmTo5I_normal.jpg,
